trip_id,customer_id,driver_id,pickup_location,drop_location,trip_fare
TRIP92555,CUST9044,DRIVER266,Ahmedabad,Mumbai,852.35
TRIP92558,CUST15663,DRIVER7947,Mumbai,Bangalore,267.51
TRIP92560,CUST15181,DRIVER7218,Lucknow,Kolkata,181.37
TRIP92562,CUST8642,DRIVER1188,Pune,Jaipur,125.76
TRIP92564,CUST4735,DRIVER9536,Lucknow,Mumbai,438.89
TRIP92566,CUST34179,DRIVER2401,Hyderabad,Jaipur,583.98
TRIP92568,CUST18033,DRIVER7624,Kolkata,Ahmedabad,732.37
TRIP92586,CUST9517,DRIVER8327,Hyderabad,Mumbai,116.77
TRIP92589,CUST22608,DRIVER4777,Bangalore,Hyderabad,932.1
TRIP92592,CUST42534,DRIVER1200,Pune,Chennai,292.21
TRIP92594,CUST4718,DRIVER7267,Kolkata,Chennai,904.69
TRIP92596,CUST26538,DRIVER8940,Mumbai,Chennai,987.71
TRIP92601,CUST21133,DRIVER2894,Mumbai,Lucknow,58.67
TRIP92602,CUST49273,DRIVER9846,Jaipur,Pune,888.51
TRIP92604,CUST12093,DRIVER7079,Chennai,Jaipur,51.12
TRIP92608,CUST32474,DRIVER3453,Kolkata,Chennai,149.55
TRIP92611,CUST25127,DRIVER9299,Jaipur,Ahmedabad,798.31
TRIP92613,CUST32729,DRIVER3585,Delhi,Jaipur,373.61
TRIP92614,CUST21957,DRIVER6325,Hyderabad,Ahmedabad,984.92
TRIP92616,CUST10258,DRIVER6803,Delhi,Ahmedabad,121.49
TRIP92619,CUST37189,DRIVER2117,Ahmedabad,Kolkata,502.48
TRIP92623,CUST47287,DRIVER3361,Hyderabad,Kolkata,184.13
TRIP92626,CUST31458,DRIVER5391,Jaipur,Hyderabad,86.56
TRIP92630,CUST8959,DRIVER9007,Lucknow,Delhi,617.21
TRIP92633,CUST37393,DRIVER5885,Lucknow,Jaipur,961.49
TRIP92638,CUST29756,DRIVER8008,Hyderabad,Chennai,356.35
TRIP92639,CUST28602,DRIVER4244,Kolkata,Mumbai,266.93
TRIP92644,CUST37447,DRIVER2184,Delhi,Lucknow,365.79
TRIP92645,CUST1317,DRIVER3578,Jaipur,Pune,842.52
TRIP92648,CUST15257,DRIVER4462,Lucknow,Bangalore,840.37
TRIP92653,CUST20515,DRIVER3808,Pune,Delhi,415.67
TRIP92654,CUST15552,DRIVER9820,Hyderabad,Ahmedabad,877.23
TRIP92655,CUST37380,DRIVER874,Pune,Lucknow,200.72
TRIP92658,CUST47386,DRIVER6613,Kolkata,Lucknow,898.75
TRIP92659,CUST15269,DRIVER2880,Hyderabad,Pune,534.12
TRIP92664,CUST31311,DRIVER5846,Kolkata,Hyderabad,279.64
TRIP92666,CUST25707,DRIVER9855,Delhi,Ahmedabad,769.86
TRIP92669,CUST21081,DRIVER8275,Ahmedabad,Hyderabad,571.4
TRIP92673,CUST22995,DRIVER5584,Kolkata,Chennai,375.96
TRIP92674,CUST4627,DRIVER1200,Mumbai,Lucknow,857.77
TRIP92676,CUST7676,DRIVER2793,Kolkata,Jaipur,223.51
TRIP92690,CUST47757,DRIVER2227,Kolkata,Pune,568.64
TRIP92691,CUST39228,DRIVER4960,Bangalore,Chennai,305.68
TRIP92692,CUST47930,DRIVER1607,Pune,Delhi,99.09
TRIP92696,CUST7058,DRIVER1198,Mumbai,Lucknow,848.74
TRIP92700,CUST4256,DRIVER2315,Kolkata,Chennai,242.55
TRIP92703,CUST26875,DRIVER4715,Lucknow,Kolkata,492.43
TRIP92710,CUST42955,DRIVER9682,Pune,Kolkata,651.5
TRIP92716,CUST3314,DRIVER1812,Delhi,Lucknow,212.65
TRIP92723,CUST34579,DRIVER1939,Delhi,Ahmedabad,317.81
TRIP92725,CUST10129,DRIVER2615,Bangalore,Ahmedabad,619.26
TRIP92729,CUST47232,DRIVER9611,Ahmedabad,Hyderabad,115.41
TRIP92734,CUST31914,DRIVER7350,Pune,Kolkata,996.97
TRIP92738,CUST36770,DRIVER2484,Ahmedabad,Kolkata,450.64
TRIP92739,CUST5388,DRIVER5458,Delhi,Bangalore,544.96
TRIP92740,CUST30360,DRIVER7905,Delhi,Bangalore,92.6
TRIP92742,CUST18531,DRIVER7500,Bangalore,Delhi,86.96
TRIP92744,CUST3153,DRIVER1468,Delhi,Mumbai,490.88
TRIP92745,CUST49096,DRIVER9588,Hyderabad,Chennai,92.81
TRIP92747,CUST38410,DRIVER7145,Hyderabad,Chennai,786.52
TRIP92750,CUST28627,DRIVER3827,Lucknow,Ahmedabad,865.9
TRIP92753,CUST19180,DRIVER4586,Bangalore,Kolkata,219.69
TRIP92755,CUST47392,DRIVER7908,Chennai,Mumbai,958.18
TRIP92760,CUST13368,DRIVER636,Chennai,Delhi,690.17
TRIP92763,CUST35161,DRIVER8668,Bangalore,Hyderabad,245.24
TRIP92765,CUST32755,DRIVER7350,Ahmedabad,Lucknow,90.13
TRIP92769,CUST9313,DRIVER3261,Hyderabad,Chennai,152.74
TRIP92772,CUST21318,DRIVER4172,Hyderabad,Jaipur,341.34
TRIP92773,CUST36637,DRIVER2451,Bangalore,Mumbai,158.04
TRIP92778,CUST43461,DRIVER3097,Bangalore,Lucknow,904.99
TRIP92782,CUST10637,DRIVER4497,Delhi,Jaipur,419.53
TRIP92787,CUST14078,DRIVER4082,Lucknow,Jaipur,447.29
TRIP92790,CUST42116,DRIVER9782,Ahmedabad,Pune,181.63
TRIP92793,CUST14994,DRIVER3114,Hyderabad,Delhi,772.78
TRIP92796,CUST48180,DRIVER2479,Pune,Bangalore,319.14
TRIP92797,CUST42964,DRIVER1430,Kolkata,Delhi,791.02
TRIP92799,CUST40635,DRIVER5803,Pune,Mumbai,891.01
TRIP92800,CUST46623,DRIVER1118,Ahmedabad,Jaipur,90.17
TRIP92807,CUST4905,DRIVER8501,Mumbai,Delhi,407.29
TRIP92810,CUST15798,DRIVER67,Mumbai,Kolkata,170.9
TRIP92812,CUST21610,DRIVER4146,Chennai,Hyderabad,305.04
TRIP92813,CUST11117,DRIVER9322,Kolkata,Delhi,343.02
TRIP92814,CUST49517,DRIVER3100,Bangalore,Hyderabad,966.98
TRIP92815,CUST44888,DRIVER6543,Kolkata,Lucknow,70.84
TRIP92816,CUST47715,DRIVER1655,Mumbai,Kolkata,355.83
TRIP92817,CUST3418,DRIVER1901,Chennai,Delhi,937.4
TRIP92819,CUST18620,DRIVER7250,Mumbai,Ahmedabad,491.64
TRIP92824,CUST5247,DRIVER235,Lucknow,Bangalore,861.9
TRIP92831,CUST7621,DRIVER6933,Chennai,Ahmedabad,884.39
TRIP92832,CUST35802,DRIVER7412,Mumbai,Pune,556.75
TRIP92833,CUST27530,DRIVER819,Hyderabad,Pune,406.44
TRIP92834,CUST1113,DRIVER6584,Chennai,Lucknow,738.72
TRIP92835,CUST6082,DRIVER4128,Kolkata,Lucknow,844.21
TRIP92836,CUST6251,DRIVER6929,Hyderabad,Delhi,708.55
TRIP92837,CUST19931,DRIVER5143,Lucknow,Hyderabad,153.42
TRIP92838,CUST35143,DRIVER8033,Delhi,Pune,157.02
TRIP92840,CUST45864,DRIVER4361,Chennai,Hyderabad,611.22
TRIP92843,CUST46686,DRIVER287,Mumbai,Kolkata,145.27
TRIP92846,CUST24351,DRIVER3337,Bangalore,Pune,695.33
TRIP92852,CUST37067,DRIVER226,Jaipur,Delhi,769.7
TRIP92854,CUST36604,DRIVER5143,Pune,Mumbai,191.74
TRIP92855,CUST41816,DRIVER6235,Delhi,Kolkata,945.22
TRIP92856,CUST27571,DRIVER306,Mumbai,Jaipur,986.77
TRIP92860,CUST45796,DRIVER1433,Jaipur,Pune,789.14
TRIP92861,CUST18740,DRIVER3858,Mumbai,Lucknow,272.5
TRIP92863,CUST38176,DRIVER1569,Ahmedabad,Mumbai,447.69
TRIP92865,CUST11575,DRIVER8506,Lucknow,Delhi,959.0
TRIP92872,CUST5432,DRIVER8506,Jaipur,Mumbai,259.32
TRIP92875,CUST8378,DRIVER5343,Bangalore,Hyderabad,459.67
TRIP92876,CUST39091,DRIVER6333,Pune,Jaipur,106.09
TRIP92877,CUST21823,DRIVER8998,Pune,Lucknow,941.11
TRIP92878,CUST30757,DRIVER5885,Chennai,Ahmedabad,847.14
TRIP92880,CUST5604,DRIVER8184,Ahmedabad,Lucknow,450.53
TRIP92882,CUST34879,DRIVER1381,Ahmedabad,Jaipur,700.45
TRIP92883,CUST5052,DRIVER6507,Kolkata,Mumbai,155.15
TRIP92887,CUST12209,DRIVER4594,Lucknow,Bangalore,444.29
TRIP92893,CUST11450,DRIVER4976,Mumbai,Bangalore,310.11
TRIP92896,CUST44978,DRIVER6064,Delhi,Jaipur,464.11
TRIP92901,CUST40110,DRIVER1221,Ahmedabad,Lucknow,202.81
TRIP92902,CUST35632,DRIVER3589,Hyderabad,Kolkata,873.01
TRIP92905,CUST22024,DRIVER3363,Bangalore,Delhi,448.63
TRIP92906,CUST43401,DRIVER9485,Bangalore,Lucknow,594.16
TRIP92910,CUST3596,DRIVER2340,Kolkata,Pune,926.02
TRIP92912,CUST21274,DRIVER374,Hyderabad,Bangalore,495.39
TRIP92913,CUST10298,DRIVER9750,Kolkata,Mumbai,311.9
TRIP92914,CUST2821,DRIVER2749,Pune,Mumbai,393.34
TRIP92920,CUST45176,DRIVER8894,Mumbai,Lucknow,385.2
TRIP92921,CUST6444,DRIVER2587,Bangalore,Hyderabad,907.74
TRIP92927,CUST18405,DRIVER849,Jaipur,Chennai,278.53
TRIP92930,CUST20735,DRIVER5155,Mumbai,Jaipur,223.55
TRIP92933,CUST48180,DRIVER628,Hyderabad,Pune,249.1
TRIP92936,CUST24702,DRIVER5384,Pune,Jaipur,657.68
TRIP92937,CUST31176,DRIVER5562,Delhi,Pune,976.34
TRIP92940,CUST45772,DRIVER8275,Bangalore,Hyderabad,314.38
TRIP92943,CUST49115,DRIVER3,Pune,Hyderabad,258.32
TRIP92946,CUST28696,DRIVER3722,Hyderabad,Mumbai,895.41
TRIP92948,CUST4781,DRIVER5910,Chennai,Kolkata,823.37
TRIP92949,CUST42323,DRIVER4528,Bangalore,Jaipur,490.31
TRIP92952,CUST18162,DRIVER6330,Bangalore,Mumbai,216.4
TRIP92954,CUST41130,DRIVER4157,Ahmedabad,Bangalore,384.58
TRIP92960,CUST30130,DRIVER8986,Jaipur,Bangalore,264.36
TRIP92961,CUST32915,DRIVER1294,Chennai,Mumbai,58.59
TRIP92966,CUST44658,DRIVER951,Mumbai,Jaipur,888.23
TRIP92968,CUST44083,DRIVER8977,Delhi,Ahmedabad,57.9
TRIP92975,CUST33197,DRIVER1529,Lucknow,Hyderabad,937.03
TRIP92983,CUST22818,DRIVER6853,Delhi,Lucknow,938.35
TRIP92985,CUST4046,DRIVER2038,Ahmedabad,Chennai,833.26
TRIP92988,CUST21512,DRIVER5781,Pune,Bangalore,783.07
TRIP92993,CUST5765,DRIVER6902,Hyderabad,Delhi,714.56
TRIP92994,CUST32430,DRIVER8119,Ahmedabad,Chennai,347.5
TRIP92997,CUST8139,DRIVER4369,Mumbai,Chennai,998.1
TRIP92998,CUST28844,DRIVER3377,Lucknow,Mumbai,196.55
TRIP92999,CUST13645,DRIVER480,Bangalore,Jaipur,907.95
TRIP93000,CUST24829,DRIVER5594,Pune,Bangalore,327.09
TRIP93001,CUST35154,DRIVER2584,Mumbai,Ahmedabad,251.14
TRIP93002,CUST27058,DRIVER9762,Mumbai,Pune,941.64
TRIP93007,CUST28414,DRIVER9503,Pune,Jaipur,511.03
TRIP93008,CUST21728,DRIVER3024,Ahmedabad,Pune,83.68
TRIP93009,CUST47520,DRIVER144,Delhi,Jaipur,740.42
TRIP93012,CUST43723,DRIVER5102,Chennai,Hyderabad,993.56
TRIP93015,CUST26528,DRIVER3194,Mumbai,Delhi,902.87
TRIP93017,CUST1784,DRIVER9135,Lucknow,Bangalore,672.39
TRIP93021,CUST48591,DRIVER3224,Mumbai,Ahmedabad,693.98
TRIP93024,CUST22222,DRIVER7715,Lucknow,Chennai,697.96
TRIP93030,CUST6386,DRIVER1854,Mumbai,Ahmedabad,975.86
TRIP93033,CUST16464,DRIVER3409,Delhi,Hyderabad,678.79
TRIP93037,CUST46434,DRIVER5229,Jaipur,Chennai,164.25
TRIP93039,CUST33187,DRIVER4406,Hyderabad,Pune,883.16
TRIP93044,CUST10343,DRIVER8312,Delhi,Chennai,608.03
TRIP93046,CUST39696,DRIVER5457,Ahmedabad,Jaipur,196.98
TRIP93048,CUST7181,DRIVER4715,Mumbai,Hyderabad,627.33
TRIP93049,CUST47130,DRIVER8817,Lucknow,Jaipur,506.41
TRIP93051,CUST46909,DRIVER9810,Kolkata,Lucknow,818.07
TRIP93053,CUST17016,DRIVER9756,Kolkata,Delhi,900.47
TRIP93054,CUST43890,DRIVER287,Ahmedabad,Chennai,328.67
TRIP93055,CUST17737,DRIVER9672,Kolkata,Jaipur,171.56
TRIP93058,CUST14257,DRIVER6330,Lucknow,Kolkata,686.42
TRIP93060,CUST33788,DRIVER9728,Hyderabad,Mumbai,195.48
TRIP93061,CUST19499,DRIVER5644,Hyderabad,Bangalore,58.26
TRIP93062,CUST34047,DRIVER5109,Kolkata,Pune,693.11
TRIP93066,CUST41510,DRIVER3546,Pune,Bangalore,897.22
TRIP93069,CUST31123,DRIVER7180,Hyderabad,Pune,969.47
TRIP93070,CUST8476,DRIVER3565,Bangalore,Delhi,802.39
TRIP93073,CUST7220,DRIVER9802,Lucknow,Bangalore,910.62
TRIP93082,CUST7291,DRIVER6865,Kolkata,Pune,259.51
TRIP93083,CUST13901,DRIVER6481,Lucknow,Mumbai,140.66
TRIP93084,CUST23950,DRIVER6184,Lucknow,Pune,85.03
TRIP93087,CUST4511,DRIVER1553,Bangalore,Chennai,161.73
TRIP93091,CUST36136,DRIVER2426,Hyderabad,Delhi,418.55
TRIP93092,CUST7925,DRIVER8980,Kolkata,Lucknow,827.67
TRIP93095,CUST23598,DRIVER5442,Bangalore,Delhi,164.37
TRIP93101,CUST28764,DRIVER5833,Mumbai,Ahmedabad,72.71
TRIP93103,CUST18974,DRIVER4586,Pune,Chennai,439.24
TRIP93105,CUST26965,DRIVER9879,Chennai,Delhi,735.23
TRIP93106,CUST31325,DRIVER4957,Mumbai,Pune,961.52
TRIP93107,CUST31537,DRIVER1064,Delhi,Hyderabad,327.83
TRIP93108,CUST16981,DRIVER5590,Bangalore,Pune,508.0
TRIP93109,CUST45646,DRIVER907,Kolkata,Ahmedabad,960.02
TRIP93111,CUST46869,DRIVER2300,Ahmedabad,Pune,417.24
TRIP93113,CUST48117,DRIVER3477,Ahmedabad,Hyderabad,521.19
TRIP93115,CUST48896,DRIVER6182,Mumbai,Bangalore,338.64
TRIP93123,CUST3959,DRIVER2863,Delhi,Hyderabad,343.95
TRIP93125,CUST40244,DRIVER7459,Chennai,Delhi,970.81
TRIP93126,CUST26931,DRIVER5174,Mumbai,Hyderabad,709.19
TRIP93129,CUST20275,DRIVER3094,Jaipur,Pune,749.51
TRIP93130,CUST20294,DRIVER4361,Hyderabad,Kolkata,403.6
TRIP93132,CUST12729,DRIVER6194,Ahmedabad,Chennai,607.35
TRIP93137,CUST6713,DRIVER3904,Pune,Chennai,769.21
TRIP93138,CUST10002,DRIVER4201,Lucknow,Kolkata,628.77
TRIP93139,CUST28636,DRIVER5998,Hyderabad,Bangalore,903.81
TRIP93140,CUST30398,DRIVER88,Hyderabad,Delhi,172.73
TRIP93145,CUST17059,DRIVER3817,Pune,Ahmedabad,474.18
TRIP93146,CUST21571,DRIVER6419,Pune,Ahmedabad,560.15
TRIP93147,CUST33303,DRIVER3163,Lucknow,Hyderabad,258.48
TRIP93158,CUST37932,DRIVER1836,Lucknow,Mumbai,917.96
TRIP93160,CUST5768,DRIVER6269,Bangalore,Ahmedabad,883.77
TRIP93163,CUST8847,DRIVER6281,Delhi,Kolkata,998.51
TRIP93165,CUST23406,DRIVER8367,Pune,Jaipur,580.4
TRIP93171,CUST19152,DRIVER4234,Bangalore,Kolkata,363.47
TRIP93172,CUST16198,DRIVER2204,Lucknow,Delhi,853.52
TRIP93174,CUST5185,DRIVER8420,Bangalore,Hyderabad,883.61
TRIP93175,CUST18751,DRIVER226,Chennai,Jaipur,232.86
TRIP93177,CUST48434,DRIVER3352,Pune,Delhi,225.13
TRIP93180,CUST44127,DRIVER8514,Kolkata,Pune,346.53
TRIP93182,CUST25792,DRIVER5893,Hyderabad,Delhi,603.33
TRIP93183,CUST4973,DRIVER717,Lucknow,Delhi,798.23
TRIP93186,CUST32253,DRIVER7213,Delhi,Chennai,638.87
TRIP93187,CUST29602,DRIVER3126,Hyderabad,Mumbai,144.52
TRIP93189,CUST42359,DRIVER6231,Mumbai,Bangalore,863.34
TRIP93190,CUST28305,DRIVER2419,Delhi,Lucknow,762.84
TRIP93195,CUST266,DRIVER9197,Kolkata,Lucknow,325.47
TRIP93209,CUST44857,DRIVER3065,Hyderabad,Ahmedabad,864.21
TRIP93211,CUST17648,DRIVER8465,Jaipur,Lucknow,875.45
TRIP93216,CUST23009,DRIVER5064,Hyderabad,Mumbai,525.75
TRIP93219,CUST6983,DRIVER9181,Mumbai,Chennai,985.12
TRIP93222,CUST2544,DRIVER217,Kolkata,Chennai,415.17
TRIP93225,CUST44717,DRIVER2185,Chennai,Bangalore,241.22
TRIP93227,CUST22667,DRIVER8000,Hyderabad,Ahmedabad,779.19
TRIP93232,CUST47323,DRIVER2097,Lucknow,Jaipur,532.91
TRIP93234,CUST1301,DRIVER5877,Delhi,Lucknow,964.17
TRIP93240,CUST37928,DRIVER7494,Mumbai,Delhi,221.4
TRIP93242,CUST32039,DRIVER7226,Bangalore,Lucknow,277.21
TRIP93245,CUST7584,DRIVER6382,Chennai,Kolkata,95.92
TRIP93247,CUST372,DRIVER2640,Chennai,Delhi,523.26
TRIP93248,CUST29305,DRIVER7176,Hyderabad,Ahmedabad,679.1
TRIP93250,CUST44259,DRIVER7573,Hyderabad,Jaipur,111.26
TRIP93254,CUST13996,DRIVER636,Lucknow,Pune,845.21
TRIP93255,CUST38215,DRIVER7908,Ahmedabad,Chennai,493.63
TRIP93258,CUST15755,DRIVER430,Hyderabad,Kolkata,938.06
TRIP93259,CUST20090,DRIVER454,Delhi,Jaipur,247.01
TRIP93262,CUST28695,DRIVER8429,Hyderabad,Mumbai,767.12
TRIP93268,CUST46731,DRIVER7557,Mumbai,Jaipur,116.12
TRIP93269,CUST26114,DRIVER7163,Ahmedabad,Mumbai,862.08
TRIP93270,CUST15185,DRIVER9217,Hyderabad,Chennai,849.06
TRIP93272,CUST8882,DRIVER3312,Ahmedabad,Mumbai,151.89
TRIP93276,CUST16530,DRIVER4138,Delhi,Bangalore,992.06
TRIP93281,CUST9596,DRIVER561,Lucknow,Pune,357.61
TRIP93285,CUST11444,DRIVER2553,Ahmedabad,Delhi,810.4
TRIP93290,CUST15691,DRIVER1432,Bangalore,Hyderabad,753.51
TRIP93292,CUST33238,DRIVER1243,Hyderabad,Kolkata,470.37
TRIP93297,CUST20214,DRIVER1599,Kolkata,Chennai,634.93
TRIP93299,CUST32106,DRIVER9863,Bangalore,Jaipur,311.33
TRIP93301,CUST13286,DRIVER2359,Mumbai,Delhi,961.2
TRIP93303,CUST29371,DRIVER3616,Hyderabad,Ahmedabad,398.37
TRIP93307,CUST36369,DRIVER1424,Hyderabad,Delhi,343.38
TRIP93308,CUST7832,DRIVER8337,Ahmedabad,Lucknow,295.87
TRIP93309,CUST34864,DRIVER7741,Delhi,Ahmedabad,437.12
TRIP93310,CUST46807,DRIVER3547,Bangalore,Mumbai,174.73
TRIP93311,CUST35318,DRIVER380,Ahmedabad,Bangalore,797.87
TRIP93312,CUST47544,DRIVER6853,Hyderabad,Chennai,485.63
TRIP93313,CUST29893,DRIVER1284,Chennai,Jaipur,800.93
TRIP93315,CUST49896,DRIVER6293,Pune,Chennai,410.52
TRIP93318,CUST47613,DRIVER8507,Pune,Bangalore,647.14
TRIP93319,CUST24518,DRIVER3751,Lucknow,Hyderabad,877.49
TRIP93320,CUST6845,DRIVER2478,Hyderabad,Ahmedabad,951.27
TRIP93323,CUST7255,DRIVER7189,Ahmedabad,Bangalore,111.93
TRIP93324,CUST28298,DRIVER9582,Kolkata,Delhi,838.26
TRIP93325,CUST37154,DRIVER5151,Chennai,Hyderabad,795.27
TRIP93327,CUST38857,DRIVER6779,Hyderabad,Delhi,718.0
TRIP93330,CUST23255,DRIVER9073,Bangalore,Pune,790.66
TRIP93331,CUST39282,DRIVER1144,Lucknow,Chennai,778.75
TRIP93342,CUST10257,DRIVER8824,Kolkata,Jaipur,732.77
TRIP93343,CUST40636,DRIVER2474,Mumbai,Pune,385.78
TRIP93351,CUST37806,DRIVER8590,Lucknow,Delhi,274.08
TRIP93354,CUST17826,DRIVER5418,Ahmedabad,Bangalore,634.51
TRIP93357,CUST11980,DRIVER8507,Mumbai,Chennai,292.85
TRIP93362,CUST44300,DRIVER6474,Jaipur,Chennai,796.56
TRIP93363,CUST3946,DRIVER6442,Hyderabad,Chennai,996.72
TRIP93365,CUST49477,DRIVER4410,Pune,Jaipur,122.15
TRIP93369,CUST31858,DRIVER6361,Kolkata,Pune,821.13
TRIP93370,CUST1968,DRIVER705,Lucknow,Kolkata,832.54
TRIP93373,CUST49332,DRIVER9582,Delhi,Bangalore,554.49
TRIP93374,CUST29387,DRIVER5969,Mumbai,Lucknow,98.71
TRIP93375,CUST10996,DRIVER1269,Chennai,Hyderabad,847.52
TRIP93377,CUST30989,DRIVER9707,Bangalore,Delhi,315.02
TRIP93384,CUST30931,DRIVER8817,Chennai,Jaipur,541.58
TRIP93385,CUST14697,DRIVER3294,Delhi,Pune,904.06
TRIP93387,CUST41840,DRIVER3792,Kolkata,Lucknow,577.63
TRIP93390,CUST49843,DRIVER9197,Mumbai,Delhi,947.51
TRIP93395,CUST4099,DRIVER5389,Bangalore,Jaipur,749.85
TRIP93398,CUST37652,DRIVER9140,Jaipur,Chennai,805.1
TRIP93400,CUST6614,DRIVER7972,Jaipur,Lucknow,733.74
TRIP93401,CUST2663,DRIVER7475,Mumbai,Hyderabad,372.77
TRIP93404,CUST22214,DRIVER6829,Pune,Lucknow,142.4
TRIP93406,CUST34239,DRIVER7451,Delhi,Kolkata,477.65
TRIP93412,CUST29513,DRIVER6738,Jaipur,Delhi,921.9
TRIP93415,CUST42867,DRIVER8608,Kolkata,Lucknow,670.56
TRIP93416,CUST38759,DRIVER5132,Lucknow,Chennai,211.73
TRIP93417,CUST41444,DRIVER3466,Pune,Mumbai,556.74
TRIP93421,CUST20933,DRIVER9529,Kolkata,Delhi,967.11
TRIP93430,CUST7424,DRIVER8486,Pune,Hyderabad,724.13
TRIP93432,CUST19520,DRIVER4904,Pune,Lucknow,697.25
TRIP93438,CUST30721,DRIVER3862,Lucknow,Mumbai,99.72
TRIP93439,CUST48291,DRIVER3610,Lucknow,Jaipur,545.58
TRIP93440,CUST5149,DRIVER8760,Chennai,Jaipur,632.33
TRIP93441,CUST30009,DRIVER2397,Pune,Hyderabad,74.93
TRIP93442,CUST20258,DRIVER3790,Delhi,Jaipur,883.17
TRIP93443,CUST14963,DRIVER9864,Jaipur,Bangalore,282.68
TRIP93447,CUST37052,DRIVER9837,Pune,Ahmedabad,149.31
TRIP93454,CUST33065,DRIVER9367,Lucknow,Chennai,698.16
TRIP93455,CUST36414,DRIVER219,Pune,Delhi,237.15
TRIP93458,CUST36029,DRIVER4153,Bangalore,Delhi,191.55
TRIP93461,CUST24747,DRIVER3320,Kolkata,Ahmedabad,99.83
TRIP93462,CUST38377,DRIVER6884,Jaipur,Kolkata,226.82
TRIP93467,CUST3188,DRIVER617,Ahmedabad,Lucknow,350.48
TRIP93468,CUST31409,DRIVER1780,Lucknow,Mumbai,783.4
TRIP93471,CUST46177,DRIVER4700,Ahmedabad,Lucknow,624.8
TRIP93474,CUST16912,DRIVER4900,Jaipur,Hyderabad,210.75
TRIP93475,CUST46985,DRIVER3133,Hyderabad,Pune,870.14
TRIP93476,CUST38700,DRIVER6698,Jaipur,Chennai,587.77
TRIP93478,CUST24023,DRIVER3347,Lucknow,Delhi,298.48
TRIP93480,CUST7395,DRIVER4586,Ahmedabad,Kolkata,820.47
TRIP93483,CUST7399,DRIVER6064,Bangalore,Hyderabad,924.15
TRIP93485,CUST42649,DRIVER8608,Delhi,Ahmedabad,987.75
TRIP93486,CUST39041,DRIVER7696,Pune,Lucknow,959.91
TRIP93488,CUST26807,DRIVER8277,Lucknow,Pune,556.26
TRIP93491,CUST37386,DRIVER6871,Lucknow,Hyderabad,927.87
TRIP93499,CUST29759,DRIVER5211,Pune,Delhi,995.49
TRIP93504,CUST44212,DRIVER4831,Lucknow,Mumbai,908.78
TRIP93510,CUST36569,DRIVER6043,Bangalore,Mumbai,504.93
TRIP93511,CUST28757,DRIVER5421,Mumbai,Lucknow,271.16
TRIP93512,CUST25490,DRIVER2044,Ahmedabad,Lucknow,131.35
TRIP93513,CUST7129,DRIVER9264,Ahmedabad,Jaipur,621.52
TRIP93514,CUST36351,DRIVER6323,Chennai,Mumbai,274.45
TRIP93515,CUST47555,DRIVER4596,Delhi,Hyderabad,396.32
TRIP93516,CUST44912,DRIVER2270,Chennai,Mumbai,112.28
TRIP93518,CUST5893,DRIVER3070,Lucknow,Kolkata,704.07
TRIP93520,CUST15366,DRIVER3090,Jaipur,Mumbai,851.06
TRIP93522,CUST46902,DRIVER5102,Bangalore,Lucknow,182.37
TRIP93523,CUST1572,DRIVER730,Jaipur,Hyderabad,832.21
TRIP93531,CUST10744,DRIVER1529,Pune,Lucknow,322.42
TRIP93532,CUST35996,DRIVER7787,Lucknow,Hyderabad,269.04
TRIP93533,CUST36789,DRIVER9007,Kolkata,Bangalore,858.83
TRIP93535,CUST23479,DRIVER2486,Delhi,Kolkata,842.75
TRIP93536,CUST41588,DRIVER2016,Ahmedabad,Delhi,965.32
TRIP93539,CUST40176,DRIVER7881,Lucknow,Delhi,843.66
TRIP93540,CUST28116,DRIVER7422,Hyderabad,Chennai,446.73
TRIP93544,CUST16289,DRIVER9822,Lucknow,Jaipur,930.54
TRIP93550,CUST41609,DRIVER7445,Lucknow,Kolkata,151.81
TRIP93551,CUST31614,DRIVER3725,Hyderabad,Jaipur,114.08
TRIP93552,CUST40218,DRIVER9519,Ahmedabad,Kolkata,578.74
TRIP93557,CUST23215,DRIVER2012,Pune,Kolkata,879.44
TRIP93559,CUST33001,DRIVER2455,Pune,Bangalore,626.05
TRIP93564,CUST46178,DRIVER4712,Mumbai,Lucknow,469.25
TRIP93574,CUST11327,DRIVER8197,Jaipur,Hyderabad,197.1
TRIP93575,CUST33027,DRIVER1183,Ahmedabad,Mumbai,835.74
TRIP93580,CUST19711,DRIVER2032,Mumbai,Ahmedabad,776.98
TRIP93582,CUST40949,DRIVER6959,Bangalore,Pune,447.37
TRIP93583,CUST37442,DRIVER9586,Pune,Bangalore,672.23
TRIP93587,CUST44754,DRIVER3540,Pune,Chennai,768.24
TRIP93588,CUST5132,DRIVER67,Delhi,Kolkata,847.01
TRIP93589,CUST49339,DRIVER6023,Kolkata,Jaipur,181.53
TRIP93591,CUST35066,DRIVER7217,Jaipur,Lucknow,401.76
TRIP93592,CUST27031,DRIVER4569,Pune,Delhi,504.41
TRIP93595,CUST25521,DRIVER5257,Bangalore,Delhi,272.92
TRIP93596,CUST37747,DRIVER3822,Ahmedabad,Lucknow,715.89
TRIP93597,CUST649,DRIVER8662,Kolkata,Mumbai,834.49
TRIP93599,CUST2453,DRIVER43,Hyderabad,Jaipur,560.71
TRIP93600,CUST16154,DRIVER1159,Mumbai,Ahmedabad,307.78
TRIP93601,CUST24674,DRIVER3461,Mumbai,Pune,960.09
